,board,first_player,move_history,winner,1,2,3,4,5,6,7,8,9
1487,"[[1, 0, 1], [1, 0, 1], [0, 0, 0]]",0,"[-4, 5, -7, 5, -6, 7, -9, 3, -8]",0,-4,5,-7,5,-6,7,-9,3,-8
1488,"[[0, 0, 0], [0, 1, 1], [1, 1, 0]]",0,"[-3, 8, -5, 6, -4, 7, -9, 7, -5]",0,-3,8,-5,6,-4,7,-9,7,-5
1489,"[[0, 1, 0], [1, 0, 1], [0, 0, 1]]",0,"[-3, 9, -7, 7, -8, 4, -5, 5, -6]",0,-3,9,-7,7,-8,4,-5,5,-6
1490,"[[1, 0, -1], [0, 1, -1], [-1, -1, 1]]",1,"[6, -4, 9, -5, 3, 0, 0, 0, 0]",1,6,-4,9,-5,3,0,0,0,0
1491,"[[1, 0, 0], [0, 1, 1], [1, 1, 0]]",1,"[8, -9, 7, -5, 7, -4, 6, -5, 3]",-1,8,-9,7,-5,7,-4,6,-5,3
1492,"[[1, 0, 1], [1, 0, 0], [0, 0, 1]]",0,"[-6, 3, -7, 5, -8, 5, -7, 9, -4]",0,-6,3,-7,5,-8,5,-7,9,-4
1493,"[[0, 0, 0], [0, 1, 1], [1, 0, 1]]",0,"[-5, 9, -5, 7, -4, 6, -8, 7, -3]",0,-5,9,-5,7,-4,6,-8,7,-3
1494,"[[1, 1, 0], [0, 0, 1], [1, 0, 0]]",0,"[-5, 4, -9, 7, -6, 3, -5, 7, -8]",-1,-5,4,-9,7,-6,3,-5,7,-8
1495,"[[0, 1, 0], [1, 0, 1], [1, 0, 1]]",1,"[7, -5, 4, -6, 7, -3, 9, -8, 5]",-1,7,-5,4,-6,7,-3,9,-8,5
1496,"[[0, -1, 1], [0, -1, 1], [0, -1, -1]]",0,"[-3, 5, -5, 7, -7, 0, 0, 0, 0]",0,-3,5,-5,7,-7,0,0,0,0
1497,"[[0, 1, 1], [0, 1, 0], [0, -1, 1]]",1,"[4, -7, 5, -5, 9, -3, 6, -7, 0]",0,4,-7,5,-5,9,-3,6,-7,0
1498,"[[1, 1, 0], [-1, 0, 0], [1, 1, 0]]",1,"[7, -5, 4, -6, 8, -7, 3, -9, 0]",0,7,-5,4,-6,8,-7,3,-9,0
1499,"[[1, 0, 0], [-1, 0, -1], [0, 1, 1]]",0,"[-4, 3, -5, 8, -6, 9, -7, 0, 0]",0,-4,3,-5,8,-6,9,-7,0,0
1500,"[[1, 0, 1], [1, 0, 0], [0, 1, 1]]",1,"[8, -7, 3, -4, 9, -6, 5, -7, 5]",-1,8,-7,3,-4,9,-6,5,-7,5
1501,"[[0, 0, -1], [1, 1, 1], [0, 1, -1]]",1,"[5, -3, 7, -4, 8, -7, 6, 0, 0]",1,5,-3,7,-4,8,-7,6,0,0
1502,"[[1, -1, 0], [0, 1, 1], [0, 0, 1]]",0,"[-5, 7, -5, 6, -8, 3, -7, 9, 0]",1,-5,7,-5,6,-8,3,-7,9,0
1503,"[[-1, 1, 0], [1, 1, 1], [0, -1, 0]]",1,"[4, -7, 6, -9, 7, -5, 5, 0, 0]",1,4,-7,6,-9,7,-5,5,0,0
1504,"[[0, 1, 1], [0, 1, 0], [1, 0, 1]]",1,"[6, -8, 5, -3, 4, -7, 9, -5, 7]",1,6,-8,5,-3,4,-7,9,-5,7
1505,"[[0, 0, 1], [0, 0, 1], [1, 1, 0]]",0,"[-4, 7, -6, 7, -9, 8, -5, 5, -3]",0,-4,7,-6,7,-9,8,-5,5,-3
1506,"[[1, 1, 0], [0, 0, 1], [1, 0, 0]]",0,"[-5, 3, -6, 7, -5, 4, -9, 7, -8]",-1,-5,3,-6,7,-5,4,-9,7,-8
1507,"[[0, 0, 1], [0, -1, 1], [-1, 1, 1]]",1,"[5, -4, 8, -5, 9, -3, 7, 0, 0]",1,5,-4,8,-5,9,-3,7,0,0
1508,"[[0, 1, -1], [0, 1, 1], [0, -1, -1]]",1,"[6, -7, 7, -3, 4, -5, 0, 0, 0]",0,6,-7,7,-3,4,-5,0,0,0
1509,"[[-1, 1, 0], [-1, 1, 1], [0, 0, 0]]",0,"[-8, 4, -7, 6, -5, 7, -9, 0, 0]",0,-8,4,-7,6,-5,7,-9,0,0
1510,"[[-1, -1, 0], [1, 0, -1], [0, 1, -1]]",0,"[-5, 8, -7, 5, -6, 0, 0, 0, 0]",0,-5,8,-7,5,-6,0,0,0,0
1511,"[[0, 0, 0], [1, -1, 1], [-1, -1, -1]]",0,"[-5, 7, -4, 5, -3, 0, 0, 0, 0]",0,-5,7,-4,5,-3,0,0,0,0
1512,"[[-1, 1, -1], [0, 1, -1], [0, 1, 0]]",0,"[-9, 4, -5, 8, -7, 6, 0, 0, 0]",1,-9,4,-5,8,-7,6,0,0,0
1513,"[[0, -1, 0], [1, 1, 1], [1, 0, -1]]",1,"[5, -8, 7, -5, 7, -3, 6, 0, 0]",1,5,-8,7,-5,7,-3,6,0,0
1514,"[[1, -1, 1], [0, 1, 0], [-1, 0, 1]]",1,"[9, -5, 5, -8, 3, -7, 6, 0, 0]",1,9,-5,5,-8,3,-7,6,0,0
1515,"[[-1, 1, 0], [1, 0, 0], [0, 1, -1]]",0,"[-6, 4, -7, 5, -7, 8, -5, 0, 0]",0,-6,4,-7,5,-7,8,-5,0,0
1516,"[[0, 1, 1], [1, 1, 0], [0, 0, 0]]",0,"[-7, 5, -8, 5, -9, 4, -3, 6, -7]",0,-7,5,-8,5,-9,4,-3,6,-7
1517,"[[1, 0, 1], [1, 0, 0], [0, 1, 1]]",1,"[3, -4, 9, -7, 8, -7, 5, -6, 5]",-1,3,-4,9,-7,8,-7,5,-6,5
1518,"[[-1, -1, 1], [0, 0, 0], [-1, -1, 1]]",0,"[-6, 9, -5, 5, -7, 0, 0, 0, 0]",0,-6,9,-5,5,-7,0,0,0,0
1519,"[[0, -1, 0], [-1, 0, 1], [0, 1, 1]]",0,"[-3, 7, -7, 8, -5, 9, -6, 0, 0]",0,-3,7,-7,8,-5,9,-6,0,0
1520,"[[1, 0, 1], [1, 1, 0], [0, 0, 1]]",1,"[6, -7, 5, -4, 5, -7, 9, -8, 3]",1,6,-7,5,-4,5,-7,9,-8,3
1521,"[[-1, 0, 0], [1, 1, 1], [0, 0, 1]]",0,"[-4, 5, -7, 9, -8, 7, -5, 6, 0]",1,-4,5,-7,9,-8,7,-5,6,0
1522,"[[1, 0, 0], [0, 1, 1], [1, 0, 0]]",0,"[-9, 6, -5, 7, -4, 7, -5, 3, -8]",-1,-9,6,-5,7,-4,7,-5,3,-8
1523,"[[-1, 1, 1], [0, -1, 1], [0, 0, 0]]",0,"[-8, 4, -9, 7, -5, 5, -7, 0, 0]",0,-8,4,-9,7,-5,5,-7,0,0
1524,"[[-1, -1, 0], [1, -1, 0], [-1, 1, 0]]",0,"[-5, 5, -7, 8, -9, 0, 0, 0, 0]",0,-5,5,-7,8,-9,0,0,0,0
1525,"[[0, 1, 1], [1, 0, 0], [0, 1, 1]]",1,"[9, -7, 8, -6, 5, -7, 4, -3, 5]",-1,9,-7,8,-6,5,-7,4,-3,5
1526,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-7, 8, -3, 5, -7, 6, -9, 5, -4]",-1,-7,8,-3,5,-7,6,-9,5,-4
1527,"[[1, 1, 1], [-1, -1, 0], [1, 0, 0]]",1,"[3, -9, 7, -7, 4, -8, 5, 0, 0]",1,3,-9,7,-7,4,-8,5,0,0
1528,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-7, 5, -4, 5, -3, 8, -9, 6, -7]",-1,-7,5,-4,5,-3,8,-9,6,-7
1529,"[[-1, -1, 1], [0, 0, 0], [1, 1, 0]]",0,"[-5, 5, -9, 8, -6, 7, -7, 0, 0]",0,-5,5,-9,8,-6,7,-7,0,0
1530,"[[0, 1, 0], [0, 0, -1], [1, 1, 1]]",0,"[-6, 8, -3, 7, -5, 4, -5, 9, 0]",1,-6,8,-3,7,-5,4,-5,9,0
1531,"[[1, 0, 0], [1, 1, 0], [-1, 1, 0]]",1,"[8, -4, 6, -5, 3, -7, 5, -9, 0]",0,8,-4,6,-5,3,-7,5,-9,0
1532,"[[0, 0, 0], [1, 1, 0], [0, 1, 1]]",0,"[-7, 6, -7, 8, -4, 9, -5, 5, -3]",0,-7,6,-7,8,-4,9,-5,5,-3
1533,"[[1, 1, 0], [0, 1, 1], [0, 0, 0]]",0,"[-8, 7, -5, 4, -5, 6, -9, 3, -7]",0,-8,7,-5,4,-5,6,-9,3,-7
1534,"[[1, -1, 0], [1, 0, 1], [1, 0, 0]]",0,"[-9, 5, -8, 3, -5, 7, -6, 7, 0]",1,-9,5,-8,3,-5,7,-6,7,0
1535,"[[0, 1, 0], [1, 1, 0], [1, 0, 1]]",1,"[6, -3, 9, -7, 5, -8, 4, -5, 7]",-1,6,-3,9,-7,5,-8,4,-5,7
1536,"[[0, 1, 1], [0, 1, 0], [-1, 1, 0]]",0,"[-9, 6, -3, 5, -7, 8, -5, 4, 0]",1,-9,6,-3,5,-7,8,-5,4,0
1537,"[[0, 0, 1], [1, 1, 0], [1, 0, 1]]",1,"[5, -8, 5, -4, 9, -3, 7, -7, 6]",1,5,-8,5,-4,9,-3,7,-7,6
1538,"[[1, 1, -1], [0, 0, 0], [0, 1, 1]]",1,"[4, -7, 3, -5, 9, -7, 8, -6, 0]",0,4,-7,3,-5,9,-7,8,-6,0
1539,"[[0, 0, 1], [1, 0, 0], [1, 0, 1]]",0,"[-3, 9, -7, 7, -8, 5, -6, 5, -4]",0,-3,9,-7,7,-8,5,-6,5,-4
1540,"[[1, 1, 0], [-1, 0, 0], [1, 1, 0]]",1,"[8, -6, 4, -7, 7, -5, 3, -9, 0]",0,8,-6,4,-7,7,-5,3,-9,0
1541,"[[0, 1, 0], [1, 1, 0], [1, 0, 1]]",1,"[4, -8, 9, -5, 6, -7, 7, -3, 5]",-1,4,-8,9,-5,6,-7,7,-3,5
1542,"[[1, 1, 0], [1, 0, 0], [1, 0, 1]]",1,"[5, -8, 3, -6, 9, -5, 4, -7, 7]",1,5,-8,3,-6,9,-5,4,-7,7
1543,"[[1, 1, 0], [1, 1, 0], [0, 0, 1]]",1,"[5, -7, 3, -7, 4, -5, 6, -8, 9]",1,5,-7,3,-7,4,-5,6,-8,9
1544,"[[1, -1, 0], [1, 1, 0], [0, -1, 0]]",0,"[-9, 5, -7, 6, -7, 3, -5, 0, 0]",0,-9,5,-7,6,-7,3,-5,0,0
1545,"[[0, 1, 1], [1, 0, 1], [0, 0, 0]]",0,"[-3, 5, -6, 5, -7, 4, -8, 7, -9]",0,-3,5,-6,5,-7,4,-8,7,-9
1546,"[[-1, -1, 1], [-1, -1, 1], [0, 0, 1]]",1,"[9, -8, 7, -7, 5, 0, 0, 0, 0]",1,9,-8,7,-7,5,0,0,0,0
1547,"[[1, 0, 0], [0, 0, 1], [1, 1, 0]]",0,"[-5, 8, -6, 7, -9, 3, -5, 7, -4]",-1,-5,8,-6,7,-9,3,-5,7,-4
1548,"[[0, 1, 0], [1, 1, 0], [0, 0, 1]]",0,"[-7, 4, -3, 5, -8, 6, -5, 9, -7]",-1,-7,4,-3,5,-8,6,-5,9,-7
1549,"[[0, 0, -1], [0, 1, 1], [0, 1, 1]]",1,"[6, -3, 8, -7, 7, -4, 9, -5, 0]",0,6,-3,8,-7,7,-4,9,-5,0
1550,"[[0, 1, -1], [-1, 1, 0], [1, 1, 0]]",1,"[4, -7, 8, -9, 7, -3, 6, 0, 0]",1,4,-7,8,-9,7,-3,6,0,0
1551,"[[0, 1, 0], [1, 0, 0], [1, 1, 1]]",1,"[8, -7, 9, -5, 5, -6, 4, -3, 7]",1,8,-7,9,-5,5,-6,4,-3,7
1552,"[[1, -1, 0], [-1, 0, 1], [0, 1, -1]]",1,"[7, -5, 3, -7, 8, -6, 0, 0, 0]",0,7,-5,3,-7,8,-6,0,0,0
1553,"[[1, 0, 0], [1, 0, 0], [0, 1, 1]]",0,"[-6, 8, -4, 5, -5, 9, -7, 3, -7]",0,-6,8,-4,5,-5,9,-7,3,-7
1554,"[[1, 1, 1], [1, 0, 0], [0, 0, 1]]",1,"[5, -8, 5, -6, 4, -7, 9, -7, 3]",1,5,-8,5,-6,4,-7,9,-7,3
1555,"[[1, 1, 0], [1, 1, -1], [0, 0, 0]]",1,"[5, -5, 3, -7, 4, -9, 6, -8, 0]",0,5,-5,3,-7,4,-9,6,-8,0
1556,"[[1, 0, 1], [0, 1, 1], [0, 1, 0]]",1,"[6, -9, 5, -4, 8, -5, 7, -7, 3]",-1,6,-9,5,-4,8,-5,7,-7,3
1557,"[[1, 1, 1], [0, 0, 1], [0, 1, 0]]",1,"[4, -6, 5, -7, 8, -9, 7, -5, 3]",1,4,-6,5,-7,8,-9,7,-5,3
1558,"[[1, -1, 0], [0, 1, 0], [1, 1, 0]]",1,"[7, -5, 3, -9, 8, -7, 6, -5, 0]",0,7,-5,3,-9,8,-7,6,-5,0
1559,"[[-1, 0, 1], [0, 1, 0], [1, -1, -1]]",0,"[-4, 7, -7, 5, -5, 6, 0, 0, 0]",1,-4,7,-7,5,-5,6,0,0,0
1560,"[[0, -1, -1], [1, 1, 1], [-1, 0, -1]]",1,"[7, -3, 6, -8, 5, 0, 0, 0, 0]",1,7,-3,6,-8,5,0,0,0,0
1561,"[[1, 1, 0], [1, 0, 0], [-1, 1, 0]]",1,"[4, -6, 5, -9, 3, -5, 8, -7, 0]",0,4,-6,5,-9,3,-5,8,-7,0
1562,"[[0, 1, 1], [0, 0, 1], [0, 1, -1]]",1,"[5, -7, 7, -6, 4, -5, 8, -3, 0]",0,5,-7,7,-6,4,-5,8,-3,0
1563,"[[0, -1, 1], [0, 1, 1], [-1, 0, 1]]",1,"[7, -8, 6, -3, 9, -5, 5, 0, 0]",1,7,-8,6,-3,9,-5,5,0,0
1564,"[[1, 1, 1], [1, 0, 0], [0, 0, 1]]",1,"[4, -6, 3, -7, 5, -7, 9, -8, 5]",1,4,-6,3,-7,5,-7,9,-8,5
1565,"[[0, 1, 0], [1, 1, 1], [0, 0, 1]]",1,"[7, -5, 9, -7, 4, -8, 6, -3, 5]",1,7,-5,9,-7,4,-8,6,-3,5
1566,"[[0, -1, 0], [1, -1, 0], [1, 1, 0]]",0,"[-5, 5, -3, 7, -7, 8, -9, 0, 0]",0,-5,5,-3,7,-7,8,-9,0,0
1567,"[[0, 1, 0], [1, 0, -1], [0, -1, 1]]",0,"[-5, 9, -3, 5, -7, 4, -6, 0, 0]",0,-5,9,-3,5,-7,4,-6,0,0
1568,"[[0, 0, -1], [0, -1, 1], [0, 1, 1]]",0,"[-4, 9, -7, 8, -3, 7, -5, 0, 0]",0,-4,9,-7,8,-3,7,-5,0,0
1569,"[[-1, 1, 0], [1, 0, -1], [0, 1, -1]]",1,"[8, -7, 4, -6, 5, -5, 0, 0, 0]",0,8,-7,4,-6,5,-5,0,0,0
1570,"[[1, 0, 1], [-1, 1, 0], [-1, 0, 1]]",1,"[5, -4, 6, -8, 9, -7, 3, 0, 0]",1,5,-4,6,-8,9,-7,3,0,0
1571,"[[1, 1, 1], [0, 0, 1], [0, 0, -1]]",0,"[-6, 4, -5, 3, -8, 7, -7, 5, 0]",1,-6,4,-5,3,-8,7,-7,5,0
1572,"[[0, 0, 1], [1, 1, 0], [1, 0, 1]]",1,"[7, -8, 6, -3, 5, -4, 9, -7, 5]",1,7,-8,6,-3,5,-4,9,-7,5
1573,"[[1, 0, 0], [-1, 1, 1], [-1, 0, 1]]",1,"[9, -4, 6, -8, 7, -5, 3, 0, 0]",1,9,-4,6,-8,7,-5,3,0,0
1574,"[[-1, 1, 0], [1, -1, 0], [1, -1, 0]]",1,"[4, -5, 7, -9, 5, -7, 0, 0, 0]",0,4,-5,7,-9,5,-7,0,0,0
1575,"[[0, 1, 1], [1, 1, 0], [1, 0, 0]]",1,"[4, -8, 5, -3, 5, -9, 6, -7, 7]",1,4,-8,5,-3,5,-9,6,-7,7
1576,"[[0, 0, 1], [1, -1, 1], [0, 0, 1]]",0,"[-7, 9, -4, 7, -8, 5, -3, 5, 0]",1,-7,9,-4,7,-8,5,-3,5,0
1577,"[[0, -1, 1], [0, 1, -1], [1, 0, -1]]",0,"[-8, 6, -5, 7, -3, 5, 0, 0, 0]",1,-8,6,-5,7,-3,5,0,0,0
1578,"[[0, 0, 1], [-1, -1, 1], [-1, -1, 1]]",1,"[9, -4, 5, -3, 7, 0, 0, 0, 0]",1,9,-4,5,-3,7,0,0,0,0
1579,"[[0, 0, 1], [1, 1, 1], [1, 0, 0]]",1,"[5, -8, 7, -4, 7, -3, 5, -9, 6]",1,5,-8,7,-4,7,-3,5,-9,6
1580,"[[0, 1, 0], [0, 1, 0], [1, 0, 1]]",0,"[-5, 9, -5, 6, -7, 4, -8, 7, -3]",-1,-5,9,-5,6,-7,4,-8,7,-3
1581,"[[1, 0, 1], [1, 0, 0], [0, 0, 1]]",0,"[-6, 5, -7, 5, -8, 9, -7, 3, -4]",0,-6,5,-7,5,-8,9,-7,3,-4
1582,"[[-1, 0, 1], [0, 0, 1], [0, 1, 1]]",0,"[-5, 8, -7, 5, -6, 7, -4, 9, 0]",1,-5,8,-7,5,-6,7,-4,9,0
1583,"[[1, -1, 0], [-1, 0, 1], [0, 0, 1]]",0,"[-6, 7, -8, 9, -7, 3, -5, 0, 0]",0,-6,7,-8,9,-7,3,-5,0,0
1584,"[[0, 1, 1], [1, 0, 1], [0, 0, 1]]",1,"[4, -8, 5, -6, 9, -3, 5, -7, 7]",1,4,-8,5,-6,9,-3,5,-7,7
1585,"[[0, 1, 1], [1, 0, 1], [0, 0, 1]]",1,"[5, -7, 4, -3, 7, -6, 9, -8, 5]",1,5,-7,4,-3,7,-6,9,-8,5
1586,"[[0, -1, 0], [0, 1, 1], [0, -1, 1]]",0,"[-5, 7, -5, 6, -7, 9, -3, 0, 0]",0,-5,7,-5,6,-7,9,-3,0,0
1587,"[[1, 1, 1], [0, 1, 0], [0, -1, -1]]",1,"[4, -7, 3, -5, 6, -7, 5, 0, 0]",1,4,-7,3,-5,6,-7,5,0,0
1588,"[[0, 1, 0], [0, 0, 1], [1, 1, 1]]",1,"[4, -6, 7, -3, 7, -5, 9, -5, 8]",1,4,-6,7,-3,7,-5,9,-5,8
1589,"[[1, 0, 1], [0, 0, 1], [1, 0, 0]]",0,"[-6, 7, -9, 3, -5, 7, -4, 5, -8]",0,-6,7,-9,3,-5,7,-4,5,-8
1590,"[[1, -1, 1], [0, 1, 0], [-1, 0, 1]]",1,"[5, -7, 6, -8, 3, -5, 9, 0, 0]",1,5,-7,6,-8,3,-5,9,0,0
1591,"[[1, -1, -1], [0, 0, 0], [1, -1, -1]]",0,"[-5, 7, -7, 3, -6, 0, 0, 0, 0]",0,-5,7,-7,3,-6,0,0,0,0
1592,"[[-1, 1, -1], [-1, 1, 1], [0, 0, 0]]",1,"[7, -8, 6, -9, 4, -7, 0, 0, 0]",0,7,-8,6,-9,4,-7,0,0,0
1593,"[[1, 1, 0], [1, 0, 1], [0, -1, 0]]",1,"[7, -7, 5, -9, 3, -5, 4, -6, 0]",0,7,-7,5,-9,3,-5,4,-6,0
1594,"[[0, 1, -1], [1, 0, 1], [-1, -1, 0]]",1,"[4, -9, 7, -6, 5, -3, 0, 0, 0]",0,4,-9,7,-6,5,-3,0,0,0
1595,"[[0, 0, 1], [0, 1, 1], [1, 1, 0]]",1,"[5, -5, 7, -4, 8, -3, 7, -9, 6]",1,5,-5,7,-4,8,-3,7,-9,6
1596,"[[1, 1, 0], [0, 1, 0], [1, 0, 0]]",0,"[-9, 3, -5, 6, -8, 4, -5, 7, -7]",0,-9,3,-5,6,-8,4,-5,7,-7
1597,"[[1, 0, 0], [1, 0, 0], [1, 1, 1]]",1,"[9, -6, 5, -5, 8, -4, 3, -7, 7]",1,9,-6,5,-5,8,-4,3,-7,7
1598,"[[1, 0, 0], [0, 0, 1], [1, 1, 0]]",0,"[-5, 3, -9, 7, -6, 7, -4, 8, -5]",-1,-5,3,-9,7,-6,7,-4,8,-5
1599,"[[-1, 1, 0], [1, 0, 1], [0, 0, 1]]",1,"[4, -5, 7, -7, 5, -8, 9, -6, 0]",0,4,-5,7,-7,5,-8,9,-6,0
1600,"[[0, -1, -1], [1, 0, -1], [-1, 1, 0]]",0,"[-3, 5, -9, 8, -6, 0, 0, 0, 0]",0,-3,5,-9,8,-6,0,0,0,0
1601,"[[1, 0, 1], [-1, 0, -1], [1, 0, 0]]",0,"[-9, 7, -6, 5, -8, 3, -4, 0, 0]",0,-9,7,-6,5,-8,3,-4,0,0
1602,"[[-1, 0, 1], [-1, 0, 1], [1, 0, 0]]",0,"[-8, 7, -9, 7, -4, 5, -6, 0, 0]",0,-8,7,-9,7,-4,5,-6,0,0
1603,"[[1, 0, -1], [0, 1, -1], [0, -1, 1]]",0,"[-5, 6, -7, 3, -4, 9, 0, 0, 0]",1,-5,6,-7,3,-4,9,0,0,0
1604,"[[0, -1, -1], [1, 0, -1], [-1, 1, 0]]",0,"[-9, 8, -6, 5, -3, 0, 0, 0, 0]",0,-9,8,-6,5,-3,0,0,0,0
1605,"[[1, 0, 0], [1, -1, 0], [1, 0, 1]]",0,"[-5, 9, -7, 7, -8, 3, -4, 5, 0]",1,-5,9,-7,7,-8,3,-4,5,0
1606,"[[1, 1, 0], [-1, 0, 1], [0, 1, 0]]",1,"[4, -6, 7, -5, 8, -9, 3, -7, 0]",0,4,-6,7,-5,8,-9,3,-7,0
1607,"[[-1, 0, 1], [0, 0, -1], [1, 1, 1]]",1,"[8, -6, 7, -5, 5, -4, 9, 0, 0]",1,8,-6,7,-5,5,-4,9,0,0
1608,"[[1, -1, 0], [-1, -1, 0], [-1, 1, 0]]",0,"[-5, 3, -9, 8, -7, 0, 0, 0, 0]",0,-5,3,-9,8,-7,0,0,0,0
1609,"[[0, 1, 1], [1, 1, 0], [0, 1, 0]]",1,"[5, -7, 6, -7, 4, -9, 5, -3, 8]",1,5,-7,6,-7,4,-9,5,-3,8
1610,"[[0, 0, 0], [0, 1, -1], [1, -1, 1]]",0,"[-5, 6, -4, 9, -5, 7, -3, 0, 0]",0,-5,6,-4,9,-5,7,-3,0,0
1611,"[[-1, 0, 1], [-1, 0, 1], [1, 0, 0]]",0,"[-9, 7, -6, 7, -8, 5, -4, 0, 0]",0,-9,7,-6,7,-8,5,-4,0,0
1612,"[[1, 0, 1], [1, 0, 1], [0, 1, 0]]",1,"[3, -6, 8, -9, 7, -7, 5, -4, 5]",-1,3,-6,8,-9,7,-7,5,-4,5
1613,"[[0, 0, 1], [1, 0, 1], [1, -1, 0]]",1,"[5, -9, 5, -3, 7, -4, 7, -6, 0]",0,5,-9,5,-3,7,-4,7,-6,0
1614,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-7, 6, -9, 5, -7, 5, -4, 8, -3]",-1,-7,6,-9,5,-7,5,-4,8,-3
1615,"[[0, 0, 1], [1, 1, 0], [0, 1, 1]]",1,"[5, -4, 8, -7, 6, -3, 9, -7, 5]",-1,5,-4,8,-7,6,-3,9,-7,5
1616,"[[-1, 1, 0], [-1, 0, 1], [0, 1, -1]]",1,"[8, -7, 7, -6, 4, -5, 0, 0, 0]",0,8,-7,7,-6,4,-5,0,0,0
1617,"[[0, 1, 0], [1, 1, 1], [0, -1, 0]]",0,"[-9, 7, -3, 4, -7, 5, -5, 6, 0]",1,-9,7,-3,4,-7,5,-5,6,0
1618,"[[0, 0, 1], [0, 1, 0], [0, 1, 1]]",0,"[-5, 8, -4, 6, -7, 5, -3, 9, -7]",0,-5,8,-4,6,-7,5,-3,9,-7
1619,"[[1, 0, -1], [0, 1, 0], [0, 1, 1]]",0,"[-5, 3, -4, 9, -7, 8, -7, 6, 0]",1,-5,3,-4,9,-7,8,-7,6,0
1620,"[[-1, 1, 1], [0, -1, 1], [0, 0, 1]]",1,"[5, -8, 9, -7, 4, -5, 7, 0, 0]",1,5,-8,9,-7,4,-5,7,0,0
1621,"[[0, 0, 0], [1, 1, -1], [0, 1, 1]]",1,"[9, -7, 5, -5, 8, -3, 6, -4, 0]",0,9,-7,5,-5,8,-3,6,-4,0
1622,"[[0, 1, 0], [-1, 1, 0], [1, -1, 0]]",0,"[-3, 6, -7, 4, -9, 7, -5, 0, 0]",0,-3,6,-7,4,-9,7,-5,0,0
1623,"[[1, 1, -1], [-1, 1, -1], [0, 0, 0]]",1,"[6, -9, 4, -8, 3, -7, 0, 0, 0]",0,6,-9,4,-8,3,-7,0,0,0
1624,"[[1, 0, 0], [-1, 1, 1], [0, 0, 1]]",0,"[-7, 6, -8, 3, -4, 7, -5, 9, 0]",1,-7,6,-8,3,-4,7,-5,9,0
1625,"[[1, 0, 1], [1, 0, 0], [1, 1, 0]]",1,"[8, -9, 5, -4, 5, -7, 7, -6, 3]",1,8,-9,5,-4,5,-7,7,-6,3
1626,"[[1, 0, 1], [1, -1, 1], [0, 0, 0]]",1,"[7, -8, 5, -7, 5, -4, 3, -9, 0]",0,7,-8,5,-7,5,-4,3,-9,0
1627,"[[0, 1, 1], [-1, 0, 1], [-1, -1, 0]]",1,"[5, -3, 7, -9, 4, -6, 0, 0, 0]",0,5,-3,7,-9,4,-6,0,0,0
1628,"[[1, 1, 0], [0, -1, 0], [-1, 1, 0]]",0,"[-7, 3, -5, 8, -5, 4, -9, 0, 0]",0,-7,3,-5,8,-5,4,-9,0,0
1629,"[[0, 1, -1], [-1, 1, -1], [0, 1, -1]]",1,"[4, -7, 6, -3, 8, 0, 0, 0, 0]",1,4,-7,6,-3,8,0,0,0,0
1630,"[[0, 1, 1], [-1, 1, -1], [1, 0, 0]]",1,"[5, -3, 4, -9, 7, -8, 6, 0, 0]",1,5,-3,4,-9,7,-8,6,0,0
1631,"[[1, 0, 1], [0, 1, 0], [0, 1, 1]]",1,"[3, -7, 6, -5, 5, -4, 8, -7, 9]",1,3,-7,6,-5,5,-4,8,-7,9
1632,"[[0, 0, 0], [1, 0, 1], [1, 1, -1]]",1,"[7, -4, 7, -6, 5, -3, 8, -5, 0]",0,7,-4,7,-6,5,-3,8,-5,0
1633,"[[0, 1, 1], [0, 0, -1], [1, 1, 0]]",1,"[4, -3, 5, -6, 7, -5, 8, -9, 0]",0,4,-3,5,-6,7,-5,8,-9,0
1634,"[[0, 1, 0], [1, 1, 0], [1, 0, 1]]",1,"[6, -3, 4, -8, 9, -5, 7, -7, 5]",-1,6,-3,4,-8,9,-5,7,-7,5
1635,"[[1, -1, 1], [0, 1, 0], [1, 0, 0]]",0,"[-7, 7, -8, 3, -5, 5, -9, 6, 0]",1,-7,7,-8,3,-5,5,-9,6,0
1636,"[[1, 1, 1], [0, 0, 1], [1, 0, 0]]",1,"[7, -8, 7, -9, 4, -6, 3, -5, 5]",1,7,-8,7,-9,4,-6,3,-5,5
1637,"[[0, 1, 0], [0, 0, 1], [1, 0, 1]]",0,"[-5, 7, -3, 7, -5, 4, -6, 9, -8]",-1,-5,7,-3,7,-5,4,-6,9,-8
1638,"[[-1, 1, 0], [0, 1, 0], [0, 1, 1]]",0,"[-7, 8, -7, 9, -5, 4, -5, 6, 0]",1,-7,8,-7,9,-5,4,-5,6,0
1639,"[[1, 1, -1], [1, 0, 1], [0, 0, 0]]",1,"[5, -9, 7, -6, 4, -7, 3, -8, 0]",0,5,-9,7,-6,4,-7,3,-8,0
1640,"[[0, -1, 1], [0, -1, 1], [1, 0, 1]]",1,"[7, -3, 9, -5, 5, -8, 7, 0, 0]",1,7,-3,9,-5,5,-8,7,0,0
1641,"[[0, 1, 0], [1, 1, 1], [1, 0, 0]]",1,"[4, -3, 7, -8, 5, -5, 7, -9, 6]",1,4,-3,7,-8,5,-5,7,-9,6
