,board,first_player,move_history,winner,1,2,3,4,5,6,7,8,9
2405,"[[0, -1, 0], [-1, -1, 0], [1, 1, 1]]",0,"[-3, 7, -7, 9, -5, 8, 0, 0, 0]",1,-3,7,-7,9,-5,8,0,0,0
2406,"[[1, -1, 0], [0, 1, 0], [1, -1, 0]]",0,"[-5, 3, -9, 6, -5, 7, -7, 0, 0]",0,-5,3,-9,6,-5,7,-7,0,0
2407,"[[1, -1, 0], [1, 1, -1], [1, 0, 0]]",1,"[3, -8, 7, -5, 6, -9, 5, 0, 0]",1,3,-8,7,-5,6,-9,5,0,0
2408,"[[0, 1, 1], [1, 1, 0], [1, 0, 0]]",1,"[5, -3, 4, -9, 7, -7, 5, -8, 6]",1,5,-3,4,-9,7,-7,5,-8,6
2409,"[[0, 1, -1], [0, -1, 1], [0, -1, 1]]",1,"[4, -7, 9, -3, 7, -5, 0, 0, 0]",0,4,-7,9,-3,7,-5,0,0,0
2410,"[[1, 0, 0], [1, 1, 1], [1, 0, 0]]",1,"[6, -8, 7, -5, 3, -4, 7, -9, 5]",1,6,-8,7,-5,3,-4,7,-9,5
2411,"[[0, 1, -1], [0, -1, -1], [0, -1, 1]]",0,"[-5, 4, -3, 9, -7, 0, 0, 0, 0]",0,-5,4,-3,9,-7,0,0,0,0
2412,"[[-1, 1, 0], [0, 1, -1], [1, 1, 0]]",1,"[4, -5, 7, -5, 8, -9, 6, 0, 0]",1,4,-5,7,-5,8,-9,6,0,0
2413,"[[-1, 1, 1], [-1, 1, 0], [0, 1, 0]]",1,"[4, -9, 8, -7, 5, -7, 6, 0, 0]",1,4,-9,8,-7,5,-7,6,0,0
2414,"[[-1, 0, 0], [1, 1, 1], [1, -1, 0]]",1,"[5, -9, 7, -5, 7, -4, 6, 0, 0]",1,5,-9,7,-5,7,-4,6,0,0
2415,"[[-1, -1, 1], [0, 0, 0], [1, 1, -1]]",1,"[7, -7, 5, -6, 8, -5, 0, 0, 0]",0,7,-7,5,-6,8,-5,0,0,0
2416,"[[0, 0, 0], [1, -1, 0], [-1, 1, 1]]",0,"[-7, 9, -3, 8, -5, 5, -4, 0, 0]",0,-7,9,-3,8,-5,5,-4,0,0
2417,"[[0, 0, 1], [1, 0, 0], [0, 1, 1]]",0,"[-4, 8, -7, 9, -7, 5, -3, 5, -6]",-1,-4,8,-7,9,-7,5,-3,5,-6
2418,"[[-1, 0, 0], [1, 1, 1], [-1, 0, 1]]",1,"[7, -8, 9, -5, 6, -4, 5, 0, 0]",1,7,-8,9,-5,6,-4,5,0,0
2419,"[[1, -1, 1], [0, 0, 1], [-1, 0, 1]]",1,"[5, -5, 3, -6, 7, -8, 9, 0, 0]",1,5,-5,3,-6,7,-8,9,0,0
2420,"[[0, 0, 0], [1, 0, 1], [1, -1, -1]]",0,"[-4, 7, -6, 5, -3, 7, -5, 0, 0]",0,-4,7,-6,5,-3,7,-5,0,0
2421,"[[-1, 1, -1], [0, 1, 1], [0, 0, 0]]",0,"[-9, 6, -7, 7, -5, 4, -8, 0, 0]",0,-9,6,-7,7,-5,4,-8,0,0
2422,"[[-1, -1, 1], [0, 0, 0], [1, -1, -1]]",0,"[-5, 7, -7, 5, -6, 0, 0, 0, 0]",0,-5,7,-7,5,-6,0,0,0,0
2423,"[[0, 1, 1], [1, 1, 0], [0, 0, 1]]",1,"[5, -8, 4, -7, 5, -7, 9, -3, 6]",-1,5,-8,4,-7,5,-7,9,-3,6
2424,"[[0, 1, -1], [-1, 0, -1], [1, -1, 0]]",0,"[-6, 4, -3, 7, -9, 0, 0, 0, 0]",0,-6,4,-3,7,-9,0,0,0,0
2425,"[[1, 0, 1], [-1, 0, -1], [0, 0, 1]]",0,"[-6, 3, -4, 9, -7, 5, -8, 0, 0]",0,-6,3,-4,9,-7,5,-8,0,0
2426,"[[-1, 0, 1], [1, 1, 1], [0, 0, -1]]",1,"[7, -4, 5, -8, 5, -7, 6, 0, 0]",1,7,-4,5,-8,5,-7,6,0,0
2427,"[[0, -1, 0], [-1, -1, -1], [1, 1, 1]]",1,"[8, -3, 7, -5, 9, 0, 0, 0, 0]",1,8,-3,7,-5,9,0,0,0,0
2428,"[[0, 1, 0], [0, 1, 1], [1, 0, 1]]",1,"[7, -8, 4, -5, 7, -3, 6, -5, 9]",-1,7,-8,4,-5,7,-3,6,-5,9
2429,"[[1, -1, 0], [0, 0, 0], [1, -1, 1]]",0,"[-5, 3, -5, 9, -6, 7, -7, 0, 0]",0,-5,3,-5,9,-6,7,-7,0,0
2430,"[[0, -1, -1], [1, 0, 1], [0, 1, 0]]",0,"[-6, 7, -7, 5, -9, 8, -3, 0, 0]",0,-6,7,-7,5,-9,8,-3,0,0
2431,"[[1, 0, -1], [1, 0, 1], [-1, 0, 0]]",0,"[-6, 3, -9, 5, -8, 7, -4, 0, 0]",0,-6,3,-9,5,-8,7,-4,0,0
2432,"[[-1, 1, 0], [1, -1, 0], [1, -1, 0]]",1,"[5, -9, 4, -7, 7, -5, 0, 0, 0]",0,5,-9,4,-7,7,-5,0,0,0
2433,"[[1, -1, 0], [-1, 0, 1], [0, -1, -1]]",0,"[-6, 7, -7, 3, -5, 0, 0, 0, 0]",0,-6,7,-7,3,-5,0,0,0,0
2434,"[[1, -1, 0], [0, 1, 0], [0, 1, 1]]",0,"[-5, 6, -7, 8, -7, 9, -5, 3, 0]",1,-5,6,-7,8,-7,9,-5,3,0
2435,"[[1, 0, 1], [1, 1, 0], [0, 0, 0]]",0,"[-4, 5, -7, 5, -9, 6, -7, 3, -8]",0,-4,5,-7,5,-9,6,-7,3,-8
2436,"[[0, 0, 0], [1, 1, -1], [1, -1, -1]]",1,"[5, -5, 6, -4, 7, -3, 0, 0, 0]",0,5,-5,6,-4,7,-3,0,0,0
2437,"[[-1, 1, 0], [0, 1, 1], [0, 1, 0]]",0,"[-5, 7, -7, 6, -9, 8, -5, 4, 0]",1,-5,7,-7,6,-9,8,-5,4,0
2438,"[[0, 1, 0], [1, 1, 0], [1, 0, 0]]",0,"[-3, 6, -8, 5, -9, 7, -5, 4, -7]",0,-3,6,-8,5,-9,7,-5,4,-7
2439,"[[0, 1, -1], [0, -1, 1], [0, 1, -1]]",1,"[8, -5, 4, -3, 7, -7, 0, 0, 0]",0,8,-5,4,-3,7,-7,0,0,0
2440,"[[1, 0, 1], [1, 1, 0], [0, 0, 1]]",1,"[5, -7, 6, -4, 5, -8, 3, -7, 9]",1,5,-7,6,-4,5,-8,3,-7,9
2441,"[[1, 1, 0], [0, 0, 1], [1, 1, 0]]",1,"[4, -5, 7, -9, 8, -6, 7, -5, 3]",-1,4,-5,7,-9,8,-6,7,-5,3
2442,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-9, 5, -7, 6, -4, 8, -3, 5, -7]",-1,-9,5,-7,6,-4,8,-3,5,-7
2443,"[[0, 1, 0], [0, 1, 1], [1, 0, 0]]",0,"[-8, 4, -5, 7, -9, 7, -5, 6, -3]",-1,-8,4,-5,7,-9,7,-5,6,-3
2444,"[[-1, 0, 1], [0, 1, 0], [1, 1, 0]]",0,"[-9, 5, -4, 7, -5, 8, -7, 6, 0]",1,-9,5,-4,7,-5,8,-7,6,0
2445,"[[0, -1, 1], [-1, 1, 0], [1, 1, 0]]",1,"[8, -7, 6, -9, 5, -3, 7, 0, 0]",1,8,-7,6,-9,5,-3,7,0,0
2446,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-9, 5, -7, 8, -4, 5, -3, 6, -7]",-1,-9,5,-7,8,-4,5,-3,6,-7
2447,"[[1, 1, 1], [1, 0, 0], [0, 0, 1]]",1,"[3, -7, 4, -7, 9, -6, 5, -8, 5]",1,3,-7,4,-7,9,-6,5,-8,5
2448,"[[1, 1, 0], [0, 0, 0], [1, -1, 1]]",1,"[9, -6, 3, -5, 4, -5, 7, -7, 0]",0,9,-6,3,-5,4,-5,7,-7,0
2449,"[[-1, 1, -1], [1, -1, 1], [0, 0, 0]]",1,"[5, -9, 4, -8, 7, -7, 0, 0, 0]",0,5,-9,4,-8,7,-7,0,0,0
2450,"[[0, 1, 1], [1, 1, 0], [0, 1, 0]]",1,"[5, -7, 6, -3, 5, -7, 8, -9, 4]",1,5,-7,6,-3,5,-7,8,-9,4
2451,"[[1, 0, 1], [0, 1, -1], [1, -1, 0]]",1,"[6, -4, 3, -9, 5, -5, 7, 0, 0]",1,6,-4,3,-9,5,-5,7,0,0
2452,"[[0, 0, 1], [1, 1, 0], [1, 0, 1]]",1,"[5, -4, 6, -7, 9, -8, 7, -3, 5]",1,5,-4,6,-7,9,-8,7,-3,5
2453,"[[0, 1, 1], [0, 1, -1], [0, -1, -1]]",1,"[4, -7, 5, -5, 6, -3, 0, 0, 0]",0,4,-7,5,-5,6,-3,0,0,0
2454,"[[0, 0, 0], [-1, 1, 1], [-1, -1, 1]]",1,"[9, -5, 7, -3, 6, -4, 0, 0, 0]",0,9,-5,7,-3,6,-4,0,0,0
2455,"[[0, -1, 0], [1, 1, 1], [1, 0, -1]]",1,"[7, -8, 6, -3, 7, -5, 5, 0, 0]",1,7,-8,6,-3,7,-5,5,0,0
2456,"[[0, 1, 0], [0, 1, 1], [1, 0, 0]]",0,"[-8, 4, -5, 7, -3, 7, -9, 6, -5]",-1,-8,4,-5,7,-3,7,-9,6,-5
2457,"[[0, -1, -1], [0, -1, -1], [0, 1, 1]]",0,"[-7, 9, -3, 8, -5, 0, 0, 0, 0]",0,-7,9,-3,8,-5,0,0,0,0
2458,"[[1, 0, 1], [0, 0, 1], [0, 1, 1]]",1,"[7, -6, 9, -7, 8, -4, 3, -5, 5]",1,7,-6,9,-7,8,-4,3,-5,5
2459,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-7, 5, -3, 6, -7, 5, -4, 8, -9]",-1,-7,5,-3,6,-7,5,-4,8,-9
2460,"[[-1, 1, 0], [-1, 1, 0], [1, -1, 0]]",1,"[6, -7, 7, -5, 4, -9, 0, 0, 0]",0,6,-7,7,-5,4,-9,0,0,0
2461,"[[1, 0, 0], [0, 1, 1], [1, 1, 0]]",1,"[7, -5, 6, -9, 8, -4, 3, -5, 7]",-1,7,-5,6,-9,8,-4,3,-5,7
2462,"[[1, 1, 0], [0, 0, 0], [1, 0, 1]]",0,"[-7, 3, -8, 9, -5, 7, -5, 4, -6]",0,-7,3,-8,9,-5,7,-5,4,-6
2463,"[[1, 1, 1], [0, 1, -1], [0, 0, -1]]",1,"[3, -5, 5, -7, 6, -8, 4, 0, 0]",1,3,-5,5,-7,6,-8,4,0,0
2464,"[[-1, 1, -1], [1, 1, 0], [0, 1, 0]]",1,"[5, -7, 4, -9, 8, -7, 6, 0, 0]",1,5,-7,4,-9,8,-7,6,0,0
2465,"[[1, 1, -1], [0, 0, 0], [-1, 0, 1]]",0,"[-5, 9, -7, 4, -8, 3, -6, 0, 0]",0,-5,9,-7,4,-8,3,-6,0,0
2466,"[[1, 1, 0], [0, 0, 1], [1, 1, 0]]",1,"[7, -5, 8, -5, 3, -6, 4, -9, 7]",-1,7,-5,8,-5,3,-6,4,-9,7
2467,"[[-1, -1, -1], [1, 1, 1], [0, 0, -1]]",1,"[5, -8, 7, -7, 6, 0, 0, 0, 0]",1,5,-8,7,-7,6,0,0,0,0
2468,"[[1, 0, 1], [0, 0, 0], [1, -1, -1]]",0,"[-7, 3, -5, 7, -4, 5, -6, 0, 0]",0,-7,3,-5,7,-4,5,-6,0,0
2469,"[[0, 0, -1], [1, 1, 1], [1, -1, 0]]",1,"[7, -9, 5, -4, 6, -3, 7, 0, 0]",1,7,-9,5,-4,6,-3,7,0,0
2470,"[[-1, 0, -1], [1, 1, 1], [-1, -1, 0]]",1,"[7, -9, 5, -4, 6, 0, 0, 0, 0]",1,7,-9,5,-4,6,0,0,0,0
2471,"[[1, 0, 0], [1, 0, -1], [0, -1, 1]]",0,"[-5, 9, -4, 3, -7, 5, -6, 0, 0]",0,-5,9,-4,3,-7,5,-6,0,0
2472,"[[1, 0, -1], [0, 0, 0], [1, 1, -1]]",0,"[-6, 3, -4, 7, -5, 8, -7, 0, 0]",0,-6,3,-4,7,-5,8,-7,0,0
2473,"[[0, 1, 0], [1, 0, 0], [0, 1, 1]]",0,"[-5, 5, -3, 4, -6, 9, -7, 8, -7]",0,-5,5,-3,4,-6,9,-7,8,-7
2474,"[[0, 1, 0], [1, 0, 1], [0, 1, 0]]",0,"[-7, 4, -3, 7, -9, 5, -5, 8, -6]",0,-7,4,-3,7,-9,5,-5,8,-6
2475,"[[0, -1, 0], [1, 1, 1], [0, 1, 0]]",0,"[-7, 8, -3, 6, -9, 5, -5, 7, 0]",1,-7,8,-3,6,-9,5,-5,7,0
2476,"[[-1, -1, 1], [1, 1, -1], [0, 0, 0]]",1,"[5, -7, 6, -9, 5, -8, 0, 0, 0]",0,5,-7,6,-9,5,-8,0,0,0
2477,"[[0, 0, -1], [1, 1, 1], [-1, -1, 0]]",0,"[-9, 5, -3, 6, -4, 7, 0, 0, 0]",1,-9,5,-3,6,-4,7,0,0,0
2478,"[[0, -1, 1], [-1, 0, 1], [1, 0, 1]]",1,"[7, -8, 9, -6, 7, -3, 5, 0, 0]",1,7,-8,9,-6,7,-3,5,0,0
2479,"[[0, -1, 1], [-1, 1, 0], [1, 0, 1]]",1,"[6, -8, 5, -3, 9, -7, 7, 0, 0]",1,6,-8,5,-3,9,-7,7,0,0
2480,"[[1, 0, -1], [1, 1, 0], [0, 0, 1]]",0,"[-7, 6, -8, 5, -4, 9, -7, 3, 0]",1,-7,6,-8,5,-4,9,-7,3,0
2481,"[[0, 1, 1], [0, 0, -1], [-1, 1, 0]]",0,"[-3, 4, -6, 5, -5, 8, -9, 0, 0]",0,-3,4,-6,5,-5,8,-9,0,0
2482,"[[-1, 1, 1], [1, 0, -1], [0, 0, 0]]",0,"[-9, 5, -6, 5, -8, 4, -7, 0, 0]",0,-9,5,-6,5,-8,4,-7,0,0
2483,"[[0, 1, 1], [0, 0, 0], [1, 1, 0]]",0,"[-7, 4, -5, 8, -3, 7, -9, 5, -6]",0,-7,4,-5,8,-3,7,-9,5,-6
2484,"[[0, 0, 0], [1, 1, 0], [1, -1, 1]]",1,"[5, -4, 7, -7, 6, -5, 9, -3, 0]",0,5,-4,7,-7,6,-5,9,-3,0
2485,"[[1, 0, 0], [1, 1, -1], [0, 0, 1]]",0,"[-8, 9, -5, 5, -4, 6, -7, 3, 0]",1,-8,9,-5,5,-4,6,-7,3,0
2486,"[[0, 0, 1], [1, 1, 0], [0, 1, 1]]",1,"[6, -4, 5, -7, 5, -3, 9, -7, 8]",-1,6,-4,5,-7,5,-3,9,-7,8
2487,"[[0, 1, 0], [-1, 1, -1], [0, 1, 1]]",1,"[9, -5, 6, -3, 8, -7, 4, 0, 0]",1,9,-5,6,-3,8,-7,4,0,0
2488,"[[-1, 0, 1], [1, 0, 1], [0, 0, -1]]",0,"[-6, 5, -7, 5, -4, 7, -8, 0, 0]",0,-6,5,-7,5,-4,7,-8,0,0
2489,"[[1, -1, 0], [0, 1, 0], [-1, -1, 1]]",0,"[-5, 9, -5, 6, -7, 3, 0, 0, 0]",1,-5,9,-5,6,-7,3,0,0,0
2490,"[[1, 1, 0], [-1, 0, 0], [0, -1, 1]]",0,"[-5, 4, -7, 3, -7, 9, -6, 0, 0]",0,-5,4,-7,3,-7,9,-6,0,0
2491,"[[0, 1, 1], [0, 1, 0], [1, 0, 1]]",1,"[9, -5, 5, -3, 7, -7, 4, -8, 6]",1,9,-5,5,-3,7,-7,4,-8,6
2492,"[[0, 1, 0], [1, 1, 1], [0, 0, 1]]",1,"[6, -5, 7, -7, 9, -8, 4, -3, 5]",1,6,-5,7,-7,9,-8,4,-3,5
2493,"[[1, 1, 1], [0, 0, 1], [0, 1, 0]]",1,"[3, -5, 4, -7, 8, -6, 7, -9, 5]",1,3,-5,4,-7,8,-6,7,-9,5
2494,"[[1, 1, 1], [0, 1, 0], [-1, 0, 0]]",0,"[-8, 4, -9, 5, -7, 6, -5, 3, 0]",1,-8,4,-9,5,-7,6,-5,3,0
2495,"[[1, 0, 0], [0, 1, 0], [1, 1, 0]]",0,"[-4, 6, -5, 3, -5, 7, -7, 8, -9]",0,-4,6,-5,3,-5,7,-7,8,-9
2496,"[[1, -1, 1], [0, 0, 0], [-1, -1, 1]]",1,"[9, -6, 3, -7, 5, -5, 0, 0, 0]",0,9,-6,3,-7,5,-5,0,0,0
2497,"[[1, -1, 1], [0, 0, 0], [-1, 0, 1]]",0,"[-7, 9, -5, 5, -8, 3, -6, 0, 0]",0,-7,9,-5,5,-8,3,-6,0,0
2498,"[[-1, -1, 0], [1, 1, 0], [-1, -1, 0]]",0,"[-7, 6, -5, 5, -9, 0, 0, 0, 0]",0,-7,6,-5,5,-9,0,0,0,0
2499,"[[0, 1, -1], [0, 1, 0], [-1, 1, -1]]",0,"[-5, 6, -7, 4, -3, 8, 0, 0, 0]",1,-5,6,-7,4,-3,8,0,0,0
2500,"[[0, 1, 1], [0, 1, 0], [1, 0, 1]]",1,"[9, -8, 5, -7, 7, -5, 4, -3, 6]",1,9,-8,5,-7,7,-5,4,-3,6
2501,"[[1, 0, 1], [0, 1, 0], [1, 1, 0]]",1,"[3, -9, 8, -5, 5, -4, 6, -7, 7]",1,3,-9,8,-5,5,-4,6,-7,7
2502,"[[1, 1, -1], [0, 1, 0], [0, -1, 1]]",1,"[9, -5, 6, -7, 4, -7, 3, 0, 0]",1,9,-5,6,-7,4,-7,3,0,0
2503,"[[0, 0, 1], [1, 1, 0], [0, 0, 1]]",0,"[-4, 5, -7, 6, -3, 9, -8, 5, -7]",-1,-4,5,-7,6,-3,9,-8,5,-7
2504,"[[1, 0, 1], [0, 0, 0], [1, 0, 1]]",0,"[-8, 9, -7, 5, -5, 7, -4, 3, -6]",0,-8,9,-7,5,-5,7,-4,3,-6
2505,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-9, 8, -6, 5, -4, 7, -7, 3, -5]",-1,-9,8,-6,5,-4,7,-7,3,-5
2506,"[[0, 1, -1], [0, 0, 0], [-1, 1, 1]]",0,"[-5, 4, -3, 8, -7, 9, -6, 0, 0]",0,-5,4,-3,8,-7,9,-6,0,0
2507,"[[0, 1, 0], [0, 1, 1], [-1, 1, 0]]",0,"[-5, 7, -9, 4, -3, 8, -5, 6, 0]",1,-5,7,-9,4,-3,8,-5,6,0
2508,"[[0, 1, 0], [0, 1, 1], [1, 0, 1]]",1,"[7, -5, 6, -8, 4, -5, 9, -3, 7]",-1,7,-5,6,-8,4,-5,9,-3,7
2509,"[[1, 0, 0], [0, 1, -1], [-1, 1, 1]]",1,"[3, -4, 6, -5, 8, -5, 9, 0, 0]",1,3,-4,6,-5,8,-5,9,0,0
2510,"[[-1, 0, -1], [1, 0, 0], [1, 0, 1]]",0,"[-7, 5, -4, 9, -8, 7, -6, 0, 0]",0,-7,5,-4,9,-8,7,-6,0,0
2511,"[[0, 1, 0], [0, 1, 1], [1, 0, 1]]",1,"[4, -5, 6, -5, 7, -3, 7, -8, 9]",-1,4,-5,6,-5,7,-3,7,-8,9
2512,"[[-1, 0, -1], [1, 0, -1], [1, 0, -1]]",0,"[-8, 7, -6, 5, -4, 0, 0, 0, 0]",0,-8,7,-6,5,-4,0,0,0,0
2513,"[[0, 1, 0], [0, 0, 1], [1, 1, 0]]",0,"[-5, 8, -6, 4, -3, 7, -5, 7, -9]",0,-5,8,-6,4,-3,7,-5,7,-9
2514,"[[0, -1, 0], [0, 1, 1], [0, 1, 1]]",1,"[9, -5, 7, -5, 6, -3, 8, -7, 0]",0,9,-5,7,-5,6,-3,8,-7,0
2515,"[[0, 1, 1], [1, 0, 0], [0, 0, 1]]",0,"[-7, 5, -6, 4, -3, 9, -8, 5, -7]",-1,-7,5,-6,4,-3,9,-8,5,-7
2516,"[[0, 1, 0], [0, 1, 1], [0, 0, 1]]",0,"[-3, 7, -7, 4, -5, 6, -8, 9, -5]",0,-3,7,-7,4,-5,6,-8,9,-5
2517,"[[1, 0, 1], [1, 0, 1], [0, 1, 0]]",1,"[5, -9, 8, -7, 7, -6, 3, -4, 5]",-1,5,-9,8,-7,7,-6,3,-4,5
2518,"[[0, 1, 0], [0, 1, 1], [1, 1, 0]]",1,"[6, -3, 7, -5, 7, -9, 4, -5, 8]",1,6,-3,7,-5,7,-9,4,-5,8
2519,"[[1, -1, 0], [0, 0, 1], [0, 1, 1]]",1,"[3, -5, 8, -6, 9, -5, 7, -7, 0]",0,3,-5,8,-6,9,-5,7,-7,0
2520,"[[-1, -1, 0], [1, 0, 1], [0, 1, -1]]",1,"[7, -7, 8, -6, 5, -5, 0, 0, 0]",0,7,-7,8,-6,5,-5,0,0,0
2521,"[[1, 1, 0], [0, 1, 1], [1, 0, 0]]",1,"[7, -5, 4, -8, 7, -9, 6, -5, 3]",-1,7,-5,4,-8,7,-9,6,-5,3
2522,"[[1, 0, 0], [1, 0, -1], [1, 1, -1]]",1,"[8, -6, 7, -4, 3, -5, 5, 0, 0]",1,8,-6,7,-4,3,-5,5,0,0
2523,"[[-1, 0, 1], [-1, 0, 1], [0, 1, 1]]",1,"[9, -7, 5, -4, 8, -6, 7, 0, 0]",1,9,-7,5,-4,8,-6,7,0,0
2524,"[[1, 0, 1], [0, 1, 1], [0, 0, 0]]",0,"[-7, 5, -9, 7, -5, 3, -4, 6, -8]",0,-7,5,-9,7,-5,3,-4,6,-8
2525,"[[-1, -1, -1], [1, 1, 1], [-1, 0, 0]]",1,"[5, -9, 6, -8, 7, 0, 0, 0, 0]",1,5,-9,6,-8,7,0,0,0,0
2526,"[[0, 1, 1], [0, 0, 0], [1, 0, 1]]",0,"[-8, 7, -6, 9, -3, 5, -7, 4, -5]",0,-8,7,-6,9,-3,5,-7,4,-5
2527,"[[1, 0, 1], [1, 1, 0], [0, 0, 0]]",0,"[-4, 5, -8, 6, -9, 5, -7, 3, -7]",0,-4,5,-8,6,-9,5,-7,3,-7
2528,"[[1, 1, 1], [0, 0, 1], [1, 0, 0]]",1,"[7, -9, 3, -6, 7, -5, 4, -8, 5]",1,7,-9,3,-6,7,-5,4,-8,5
2529,"[[0, 1, 1], [0, 0, 0], [-1, 1, -1]]",0,"[-5, 5, -7, 4, -3, 8, -6, 0, 0]",0,-5,5,-7,4,-3,8,-6,0,0
2530,"[[1, 1, 0], [0, 1, 1], [0, 0, 1]]",1,"[6, -5, 3, -8, 7, -7, 4, -5, 9]",1,6,-5,3,-8,7,-7,4,-5,9
2531,"[[1, -1, 1], [0, 0, 0], [1, 0, 1]]",1,"[7, -8, 3, -6, 9, -7, 5, -5, 0]",0,7,-8,3,-6,9,-7,5,-5,0
2532,"[[1, 0, 1], [0, 1, 0], [0, 1, 1]]",1,"[8, -7, 6, -7, 3, -4, 5, -5, 9]",1,8,-7,6,-7,3,-4,5,-5,9
2533,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-3, 6, -9, 5, -7, 5, -4, 8, -7]",-1,-3,6,-9,5,-7,5,-4,8,-7
2534,"[[1, 1, -1], [-1, -1, -1], [0, 0, 0]]",0,"[-8, 3, -9, 4, -7, 0, 0, 0, 0]",0,-8,3,-9,4,-7,0,0,0,0
2535,"[[-1, -1, 1], [-1, 0, 1], [-1, 0, 1]]",1,"[7, -8, 9, -6, 5, 0, 0, 0, 0]",1,7,-8,9,-6,5,0,0,0,0
2536,"[[1, 0, 1], [1, 0, 0], [0, 1, 1]]",1,"[5, -4, 3, -7, 5, -7, 8, -6, 9]",-1,5,-4,3,-7,5,-7,8,-6,9
2537,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-7, 8, -7, 5, -4, 5, -3, 6, -9]",-1,-7,8,-7,5,-4,5,-3,6,-9
2538,"[[1, 0, 1], [0, 1, 0], [0, 1, 1]]",1,"[5, -7, 8, -4, 3, -7, 6, -5, 9]",1,5,-7,8,-4,3,-7,6,-5,9
2539,"[[-1, 1, 0], [-1, 0, 0], [1, 1, 1]]",1,"[9, -5, 8, -7, 4, -6, 7, 0, 0]",1,9,-5,8,-7,4,-6,7,0,0
2540,"[[0, 0, 1], [0, 1, 0], [1, -1, 1]]",0,"[-3, 7, -4, 5, -5, 9, -7, 6, 0]",1,-3,7,-4,5,-5,9,-7,6,0
2541,"[[-1, -1, -1], [1, -1, 1], [0, 0, 0]]",0,"[-8, 5, -7, 7, -9, 0, 0, 0, 0]",0,-8,5,-7,7,-9,0,0,0,0
2542,"[[-1, 0, 0], [1, 1, 0], [-1, 1, 0]]",0,"[-4, 6, -9, 8, -7, 5, -5, 0, 0]",0,-4,6,-9,8,-7,5,-5,0,0
2543,"[[0, -1, 1], [1, 0, -1], [-1, 1, 0]]",1,"[5, -6, 5, -9, 8, -3, 0, 0, 0]",0,5,-6,5,-9,8,-3,0,0,0
2544,"[[0, 0, 1], [0, 0, -1], [1, 1, 1]]",0,"[-3, 7, -5, 8, -6, 5, -4, 9, 0]",1,-3,7,-5,8,-6,5,-4,9,0
2545,"[[1, 0, 1], [1, 1, -1], [0, 0, 0]]",1,"[5, -8, 3, -4, 5, -7, 6, -9, 0]",0,5,-8,3,-4,5,-7,6,-9,0
2546,"[[0, -1, -1], [1, 0, 1], [0, 1, 0]]",0,"[-9, 7, -7, 8, -3, 5, -6, 0, 0]",0,-9,7,-7,8,-3,5,-6,0,0
2547,"[[-1, -1, -1], [-1, 1, 1], [0, 0, 0]]",0,"[-9, 7, -7, 6, -8, 0, 0, 0, 0]",0,-9,7,-7,6,-8,0,0,0,0
2548,"[[-1, 0, 1], [1, 1, -1], [0, 0, 0]]",0,"[-4, 5, -7, 6, -9, 5, -8, 0, 0]",0,-4,5,-7,6,-9,5,-8,0,0
2549,"[[1, -1, 0], [0, 1, 0], [1, -1, 1]]",1,"[9, -5, 7, -7, 6, -5, 3, 0, 0]",1,9,-5,7,-7,6,-5,3,0,0
2550,"[[0, 0, 1], [0, 0, 1], [1, 1, 0]]",0,"[-6, 7, -9, 7, -4, 5, -5, 8, -3]",0,-6,7,-9,7,-4,5,-5,8,-3
2551,"[[0, 0, 1], [0, 1, 1], [1, 1, 0]]",1,"[5, -9, 7, -3, 7, -5, 8, -4, 6]",1,5,-9,7,-3,7,-5,8,-4,6
2552,"[[0, 0, 1], [1, 1, 1], [0, 1, 0]]",1,"[5, -4, 8, -9, 6, -7, 5, -3, 7]",1,5,-4,8,-9,6,-7,5,-3,7
2553,"[[1, 0, 1], [1, 1, 0], [0, 1, 0]]",1,"[6, -7, 8, -9, 3, -4, 5, -7, 5]",-1,6,-7,8,-9,3,-4,5,-7,5
2554,"[[1, 0, 0], [1, 1, 0], [1, 0, -1]]",0,"[-5, 6, -8, 3, -4, 7, -7, 5, 0]",1,-5,6,-8,3,-4,7,-7,5,0
2555,"[[0, 0, 1], [1, 0, 0], [1, 0, 1]]",0,"[-8, 7, -3, 9, -6, 5, -7, 5, -4]",0,-8,7,-3,9,-6,5,-7,5,-4
2556,"[[1, 0, 1], [1, 1, 0], [0, 1, 0]]",1,"[6, -7, 3, -9, 8, -4, 5, -7, 5]",-1,6,-7,3,-9,8,-4,5,-7,5
2557,"[[-1, 0, 0], [1, 1, 1], [-1, 0, 1]]",1,"[9, -4, 7, -8, 6, -5, 5, 0, 0]",1,9,-4,7,-8,6,-5,5,0,0
2558,"[[-1, 1, 0], [-1, 0, -1], [0, 1, -1]]",0,"[-6, 8, -5, 4, -7, 0, 0, 0, 0]",0,-6,8,-5,4,-7,0,0,0,0
2559,"[[1, 0, 0], [1, 1, 0], [-1, -1, 0]]",0,"[-7, 3, -5, 5, -4, 6, -9, 0, 0]",0,-7,3,-5,5,-4,6,-9,0,0
